Name,UV_wave,UV_Energy,CPFAS,CED,pH,Temp,Time,nAcid,nBase,nAtom,nHeavyAtom,nH,nC,nN,nO,nS,nF,nX,H_C,O_C,F_C,DBE,HybRatio,nAtomP,nRing,MW,ClogP,HBDC,HBAC,RBC,TPSA,CPLX,EB3LYP,EEE,μ,α,EHOMO,ELUMO,EGAP,ELUMO_EHOMO,qH,qC,qF,f_min,f_max,f_zmin,f_zmax,f_0min,f_0max,IP,EA,ζ,CI,η,S,EI,NI,Volume,ESP_min,ESP_max,SAG,ESP_Positive_surface_area,ESP_Average_Negative_surface_area,ESP_Overall_average_value,ESP_Positive_average_value,ESP_Negative_average_value,MPI,Nonpolar_surface_area,Nonpolar_surface_area_1,Polar_surface_area,Polar_surface_area_1,Electron_donor_I-,Electron_donor_SO32-,water_Milli-Q water,water_river water,Air_condition_A,Air_condition_N,Air_condition_S,Kobs
PF4OPeA,0.2416610222558144,-0.3870616183974594,-0.3469697978206975,-0.08886969072071876,0.5567362017269468,0.6974858324629158,-0.653185406759961,0.0,0.0,-1.0904414448488888,-1.0589299665957732,-0.41831566798255687,-1.1490485194281395,0.0,0.4423258684646914,-0.6123724356957946,-1.1356349760769653,-1.1474357753658733,0.004124119231191675,1.5512423702956222,-0.28671673889962185,0.4423258684646913,-0.7286515412550425,-0.6319305999758519,0.0,-1.0854768459196937,-1.0410959682742684,0.0,-0.9443163863669161,-0.7960988675901448,-0.07130741048804166,-1.1433031201866481,1.1220315792999247,1.1220315792999247,-0.4826098939063827,-0.8031577948773904,0.17347267445266734,-0.43990692367080597,-0.39449190320013794,-0.2879552844143351,0.5784142561287592,0.5332790088694794,-0.2124486517626815,-0.20406140649113272,1.630073822039336,0.18990871334608703,1.2337116720928316,-0.04606544795978996,1.3126541912528435,0.6399459006288799,-0.04128842674191014,0.2744190154696644,-0.2679735731616474,0.8212835557749804,-0.8350933611874262,0.10741352325065968,0.09221213959778751,-1.0942654182419107,0.26469110924268413,-0.21352147521190656,-1.0297610412858522,-1.0653042355687363,-0.32633288640272146,-0.7383699473317281,1.08153308523687,0.06462277108246786,0.273983584371934,-0.8520995536258309,0.09976926237304609,-0.8257297834675862,-0.09976926237304688,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.4419042723509843
PFHpA,0.2416610222558144,1.447227644612475,-0.3469697978206975,-0.08886969072071876,-1.021639627911306,-1.4337208778404378,0.04326429996287415,0.0,0.0,0.08552481920383445,0.16398128091640607,-0.41831566798255687,0.30935921676911465,0.0,-0.7161466441809289,-0.6123724356957946,0.33401028708146024,0.3259253369716296,-0.6338256253265491,-0.8826203705033228,0.1743774313923793,0.4423258684646913,0.07806398670301969,-0.6319305999758519,0.0,0.11788582199407531,0.43468439912482365,0.0,0.16545714461984443,0.10669366266672042,-0.7678624241356947,0.03790196798058498,0.02023095462587442,0.02023095462587442,-0.4972743169224261,-2.3929300670868447,0.15017327525151195,-0.5135005837092586,-0.43225090854392967,-0.37535758590127294,0.6124993819363458,0.3333294752956181,0.3833160706968137,-0.12395799950214731,0.37101105867597034,-0.47221358358163196,0.34904228532482956,-0.3726967601485441,0.27964065331429766,0.23968813116926088,0.1977759053139599,0.2305956681382756,-0.24376965467927267,-0.01648880107611898,-0.03874144459116638,0.23046481480272699,0.0679523822648915,0.04741141849895768,0.19627940868314972,-0.17495625096585873,-0.010623979466154494,-0.3756534712320816,0.3930953320089865,-0.6192725349655547,-0.3480158816048484,0.4109879152187599,-0.6508297910837858,0.23368728710615205,0.788363945075316,-0.8375961644200955,-0.7883639450753176,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.48358098745834366
PFHpA,0.2416610222558144,-0.1743903994977567,-0.3469697978206975,-0.08886969072071876,0.5567362017269468,0.6974858324629158,0.04326429996287415,0.0,0.0,0.08552481920383445,0.16398128091640607,-0.41831566798255687,0.30935921676911465,0.0,-0.7161466441809289,-0.6123724356957946,0.33401028708146024,0.3259253369716296,-0.6338256253265491,-0.8826203705033228,0.1743774313923793,0.4423258684646913,0.07806398670301969,-0.6319305999758519,0.0,0.11788582199407531,0.43468439912482365,0.0,0.16545714461984443,0.10669366266672042,-0.7678624241356947,0.03790196798058498,0.02023095462587442,0.02023095462587442,-0.4972743169224261,-2.3929300670868447,0.15017327525151195,-0.5135005837092586,-0.43225090854392967,-0.37535758590127294,0.6124993819363458,0.3333294752956181,0.3833160706968137,-0.12395799950214731,0.37101105867597034,-0.47221358358163196,0.34904228532482956,-0.3726967601485441,0.27964065331429766,0.23968813116926088,0.1977759053139599,0.2305956681382756,-0.24376965467927267,-0.01648880107611898,-0.03874144459116638,0.23046481480272699,0.0679523822648915,0.04741141849895768,0.19627940868314972,-0.17495625096585873,-0.010623979466154494,-0.3756534712320816,0.3930953320089865,-0.6192725349655547,-0.3480158816048484,0.4109879152187599,-0.6508297910837858,0.23368728710615205,0.788363945075316,-0.8375961644200955,-0.7883639450753176,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.608611132780422
7:3FTCA,0.2416610222558144,-0.3338938136725335,-0.3469697978206975,-0.08886969072071876,0.5567362017269468,0.6974858324629158,0.8790039480302763,0.0,0.0,1.4084868662631482,0.9283008106115181,2.9901823674308687,1.7677669529663689,0.0,-0.7161466441809289,-0.6123724356957946,0.8238920414676021,0.8170457077507972,1.4926735251839856,-1.3319488782712454,-1.3626031376821406,0.4423258684646913,0.40075019939211337,-0.6319305999758519,0.0,0.8187848658483419,1.0987855644544153,0.0,0.6093665570145486,1.4608824580520183,-0.7678624241356947,0.655847222438443,-0.5261530417750104,-0.5261530417750104,0.12939729804475297,1.1361374460504396,1.7085049613410699,1.8630157310357742,0.35218932727241475,3.0513567556379173,-0.9440546966101364,-2.755957026875364,-0.8466498079292407,-0.5778773057730647,0.18890223005982268,-0.6294676291019651,-1.2433626108575737,-0.6816723257325008,-0.4828619745257752,-0.6768018106432305,-0.16513028959720955,-0.4153533457788593,0.11299216815442768,-0.5513140008487833,0.499334174730632,-3.5597713218583547,1.6757126636904693,1.141954540853369,-0.697962475141194,-2.4368767250266736,1.2124364142769068,0.12541290017113282,1.6115336892737346,-0.29406865732408716,0.1883398759630553,0.4097908573891549,-0.42831629306622265,1.001629393168948,0.1742729493539471,0.9773355749479247,-0.17427294935394833,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.6377848333555737
PFOS,0.2416610222558144,-1.2111625916338067,-0.4934042582269158,-0.08886969072071876,-2.600015457549559,-1.4337208778404378,-0.7054191347641736,0.0,0.0,1.1144953002499673,1.234028622489563,-0.41831566798255687,0.7954951288348661,0.0,0.4423258684646914,1.6329931618554523,1.3137737958537439,1.308166078529965,-0.7401505837452054,-0.4145698446363331,1.3271128592741561,-1.5850010286651441,1.1536846931568836,1.197342189427931,0.0,1.3396553953639194,0.951207527714506,0.0,1.275230675606605,1.0094861929235857,1.1628063636920387,1.563625206863261,-1.5523698187644441,-1.5523698187644441,0.937528472613275,1.19584288030045,-1.3504977417140827,0.535570114445662,1.0951171516917375,-0.5036612876026929,0.47615887870599616,0.35054367355032134,0.9118170341689473,-0.1595595137194741,-1.6902724928154256,-0.08321673413659697,-1.8900138054713271,-0.17848354749577122,-1.7305935473549856,0.05689824533860569,0.45269199581530817,0.2979339823304096,-0.28096104161560453,-0.6205762733418666,0.5854262738221191,0.4761401364778619,-1.48026122207085,1.2345238218364825,1.309776388614069,1.7256905287634479,1.2370895988883488,2.2215471193919494,-0.6318449808589595,0.5997592929976647,-1.5957410328592405,-0.3550060049490305,-0.6212195653198782,1.1088563237728635,0.35037257312698705,0.7006615348446783,-0.3503725731269883,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6252818188233659
PFBS,0.2416610222558144,0.06486472176440873,-0.3469697978206975,-0.08886969072071876,0.5567362017269468,0.6974858324629158,3.3862228922324826,0.0,0.0,-0.6494540958291176,-0.600338248778706,-0.41831566798255687,-1.1490485194281395,0.0,0.4423258684646914,1.6329931618554523,-0.6457532216908234,-0.6563154045867057,0.004124119231191675,1.5512423702956222,1.8650560586654155,-1.5850010286651441,1.1536846931568836,1.197342189427931,0.0,-0.45640962823547726,-1.0410959682742684,0.0,-0.5004069739722119,-0.7960988675901448,1.1628063636920387,-0.2956790985851614,0.08989890904115456,0.08989890904115456,0.6226953707979023,-0.25086412073102055,-1.9110727362557371,1.0976454615362627,1.7820697668984802,-0.38986019347144624,0.47615887870599616,0.33597781348864947,0.9502534678760113,0.2765590354427797,-0.7216419130209161,0.057484253960543165,-0.7652198708662965,0.10400839818098905,-1.0492441925444547,1.006795928619798,-0.24181317107721084,0.3257243977112908,-0.2963098679702814,1.560884169875015,-1.4807841043735843,0.02495206745361399,-2.0586358912119445,-0.5260356284428355,1.3732757270502292,1.6245959115891813,-0.6051580423523125,-0.048601746737500916,-0.8195732417595945,-0.31867496230074427,-0.42734136861245864,-0.6305416373526291,0.4814453032741749,-0.7317204271045695,-0.5967273265241688,0.3046991388504167,0.5967273265241676,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.6848795214268899
PF5OHxA,0.2416610222558144,-0.3870616183974594,-0.3469697978206975,-0.08886969072071876,0.5567362017269468,0.6974858324629158,0.04326429996287415,0.0,0.0,-0.6494540958291176,-0.600338248778706,-0.41831566798255687,-0.6629126073623881,0.0,0.4423258684646914,-0.6123724356957946,-0.6457532216908234,-0.6563154045867057,-0.2935857619593671,0.7649174843228399,-0.07153945914311795,0.4423258684646913,-0.35218429437265697,-0.6319305999758519,0.0,-0.6365279323568785,-0.524572839684586,0.0,-0.5004069739722119,-0.3447026024617122,-0.07130741048804166,-0.7386310066478737,0.7114643502979022,0.7114643502979022,-0.42272027811966223,-0.45477611242651067,0.23502103002591385,-0.5227053254438072,-0.4843357260809006,-0.32048648233179416,0.601137673333818,0.4021862683144314,0.3256614201362171,-0.4087701132407621,1.0083919588324868,-0.14115243511777245,0.8524612935094783,-0.3373852669389491,0.8240438598874756,0.4035511976887493,0.1198050684602634,0.2605238077792238,-0.2602991599843089,0.2962454162459022,-0.3400637914113729,0.20269282191771196,0.15561832353603908,-0.6549152962541035,0.18924400269955896,-0.16448502202352114,-0.5805277366888677,-0.8367523792076974,0.07281282987494711,-0.7917821620579095,0.5264028061330028,0.22601016921520026,-0.13784624775572146,-0.3828218965194271,0.4248762601078881,-0.7988742897329596,-0.4248762601078897,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.5919404467374783
C7 HFPO-TA,-4.165405748776932,-1.2111625916338067,1.8495471082725767,-2.227296623688013,0.5567362017269468,0.6974858324629158,-0.513895465415394,0.0,0.0,0.3795163852170153,0.4697090927944509,-0.41831566798255687,0.30935921676911465,0.0,1.6007983811103117,-0.6123724356957946,0.33401028708146024,0.3259253369716296,-0.6338256253265491,0.6151413133194771,0.1743774313923793,0.4423258684646913,0.07806398670301969,-0.6319305999758519,0.0,0.4052131266742768,0.5084734174947786,0.0,0.6093665570145486,0.10669366266672042,0.6328188533079551,0.201958230226034,-0.23958138131835988,-0.23958138131835988,-0.4820683652647722,0.34828461641505787,-0.1559893804899631,-0.27140702132304656,-0.1014464919877302,-0.37486474967219824,0.7374781765641645,0.07379233237855305,0.11426103474736445,-0.5244750344470744,-1.5646801972180824,-1.2502072824717017,0.6734210604730968,-0.7346395655468934,0.6143979045611586,0.38259196825021147,0.10256628115080564,0.24033418976747356,-0.24914830323091175,0.29760054766424465,-0.3400637914113729,0.1736390447456959,-0.24797582118396183,0.36413955455661046,0.08986748158303351,-0.005412201912647405,0.4088873353938539,-0.24744910398966358,0.8584906417836082,-0.5880047879353839,-0.3774937415361897,0.5370605687434032,-0.8352487726855471,0.6264264707491136,0.8504503508927336,-0.657102264668768,-0.8504503508927356,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6250196343974178
ωCl-PFPeA,0.2416610222558144,0.49020715956381367,-0.3469697978206975,-0.08886969072071876,0.5567362017269468,0.6974858324629158,-0.7750641054364571,0.0,0.0,-0.7964498788357081,-0.7532021547177284,-0.41831566798255687,-0.6629126073623881,0.0,-0.7161466441809289,-0.6123724356957946,-0.8906940988838944,-0.6563154045867057,-0.2935857619593671,-0.28351569697420265,-0.9322485781691326,0.4423258684646913,-0.35218429437265697,-0.6319305999758519,0.0,-0.6323976023521009,-0.3769948029446767,0.0,-0.9443163863669161,-0.3447026024617122,-0.7678624241356947,-0.7659737170221153,0.21917968185675768,0.21917968185675768,-0.4144786868409687,-0.24565449796462646,0.27038695294180454,-0.7208623743742267,-0.6389506770850021,-0.48226898982201716,0.6124993819363458,0.34789533535729034,0.4890162633912407,0.09855146435614558,0.2689673185031289,0.9347962973897709,0.7471435093704304,0.7307874026513015,0.1984873802847551,0.043814605143639905,0.676003642915984,0.42572238809890295,-0.35153940553710855,-0.9754701347901121,0.9728407197338128,0.7671051696270219,0.1920079595353834,-0.5680025790270252,0.3378740120944607,-0.1432981268247236,-0.5804728616181067,-0.8849431246270345,0.12528497594161306,-0.8453633264013901,0.6176356621503739,0.25241006412569156,-0.16230731589806743,-0.3698523699898222,0.46438579108260947,-0.8425925353474678,-0.4643857910826099,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.6963523752331824
ωH-PFBA,0.2416610222558144,-0.1743903994977567,-0.3469697978206975,-0.08886969072071876,0.5567362017269468,0.6974858324629158,-0.5835404360876775,0.0,0.0,-1.2374372278554793,-1.364657778473818,0.43380884087079963,-1.1490485194281395,0.0,-0.7161466441809289,-0.6123724356957946,-1.3805758532700363,-1.392995960755457,1.4926735251839856,0.24070089367431866,-1.3626031376821406,0.4423258684646913,-0.7286515412550425,-0.6319305999758519,0.0,-1.390672317359695,-1.262463023384132,0.0,-1.3882257987616202,-0.7960988675901448,-0.7678624241356947,-1.3839189714799733,1.4232944247522075,1.4232944247522075,-0.5730300746629465,-0.9373555619171305,0.7351004170774983,-0.0048468927825893095,-0.40002179648255826,0.5465647029555563,0.4079886270908229,0.32670862981303994,-0.7121222899545161,1.077593105332634,1.0507793585965908,0.0657607826721396,1.0799477072498218,0.5718856832081237,0.9373203034912118,0.23727464414300597,-0.22715029451514346,-0.025218668316496936,-0.1024817402862243,0.6264457718487896,-0.6629091630044519,-0.2617403514055432,0.6716895249812863,-1.3240918961326422,-1.3078689343141259,-0.9215329915948195,-1.35992490355044,-1.2167238464379924,-0.6376829621743242,-0.9990109355052629,3.0102495959384945,-0.8212646454843957,2.130419351100308,-1.5798543943856254,-1.7379883498225221,0.46395846216041187,1.7379883498225208,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.537760717097911
